Asset ID,Parent Name,Parent LEI,Parent Reg Number,Parent Reg Jurisdiction,Subsidiary Name,Subsidiary LEI,Subsidiary Reg Number,Subsidiary Reg Jurisdiction,Subsidiary Industry,Asset Name,Premise Type,Asset Criticality,Address,Country,Country Code,Latitude,Longitude,Probability
77_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Holding,INDUSTRIAL,,"Av de la Hispanidad, 28, Barajas, 28042 Madrid, Spain",Spain,,40.4607649,-3.578082,medium
78_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Holding,INDUSTRIAL,,"C. del Fuego, 51, 28100 Alcobendas, Madrid, Spain",Spain,,40.544937,-3.6354646,medium
79_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Holding,HIGH_ST,,"Av. Leonardo Da Vinci, 15, 28906 Getafe, Madrid, Spain",Spain,,40.2915747,-3.6960797,medium
80_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Networks Sl,INDUSTRIAL,,"Av. de Fuentemar, 41, 28823 Coslada, Madrid, Spain",Spain,,40.4348001,-3.5439773,medium
81_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Holding,SINGLE_RES,,"C. del Teniente Cnel. Noreña, 47, Arganzuela, 28045 Madrid, Spain",Spain,,40.3863094,-3.692249,medium
82_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Limited,OFFICE,,"Central Plaza, Harbour Rd, Wan Chai, Hong Kong",Hong Kong,,22.280182,114.173618,medium
83_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Energy,INDUSTRIAL,,"Cl. 15, Facatativá, Cundinamarca, Colombia",Colombia,,4.8197034,-74.3600094,high
84_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Energy S.R.L,INDUSTRIAL,,"Torre Citibank, Av. Winston Churchill, Santo Domingo, Dominican Republic",Dominican Republic,,18.4697095,-69.9391633,high
85_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Energy Competence Hub Americas,INDUSTRIAL,,"Av. 5 de Febrero 1351, Carrillo, 76120 Santiago de Querétaro, Qro., Mexico",Mexico,,20.6157432,-100.4234471,medium
86_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Energy S.A.,INDUSTRIAL,,"C. 122 4627, B1653 Villa Ballester, Provincia de Buenos Aires, Argentina",Argentina,,-34.5597551,-58.5738734,high
87_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),"Siemens Pakistan Engineering Company Limited, Karachi",INDUSTRIAL,,"B-72 Estate Ave, Metroville Sindh Industrial Trading Estate, Karachi, Pakistan",Pakistan,,24.9023371,66.9999815,medium
88_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),siemes engineering,SINGLE_RES,,"Sunset Lane 2, D.H.A Phase II Extension Phase 2 Commercial Area Defence Housing Authority, Karachi, 75500, Pakistan",Pakistan,,24.8325107,67.0664025,medium
89_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens,INDUSTRIAL,,"Via Alessandro Volta, 34, 31030 Salzano TV, Italy",Italy,,45.7031252,12.3620438,medium
90_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens,INDUSTRIAL,,"PCHF+WMP District 7, Tehran, Tehran Province, Iran","Iran, Islamic Republic of",,35.7298311,51.4242047,medium
91_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Energy Építkezés,INDUSTRIAL,,"Budapest, Er_kar utca, 1157 Hungary",Hungary,,47.531784,19.1514605,high
92_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Sa,INDUSTRIAL,,"Av. San Martín 300, S2200 Timbúes, Santa Fe, Argentina",Argentina,,-32.7586784,-60.7336736,medium
93_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Gamesa Renewable Energy Service S.R.L,INDUSTRIAL,,"SP49, 138, 88050 Caraffa di Catanzaro CZ, Italy",Italy,,38.8776537,16.4832835,high
94_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Subsea Ltd,MIXED_USE,,"Abbotswell Rd, Torry, Aberdeen AB12 3AD, UK",United Kingdom,,57.1269846,-2.0948014,medium
95_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),North Ware House Siemens,INDUSTRIAL,,"Unnamed Road, VJC2+P23_ _______ ______ 13341, Saudi Arabia",Saudi Arabia,,24.8717574,46.6000522,medium
96_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Services S.R.L.,5299006KP6CXG2O2XV80,J40/14692/2020,RO,Equity Real Estate Investment Trusts (REITs),Siemens Goole,INDUSTRIAL,,"Goole DN14 6XF, UK",United Kingdom,,53.6991779,-0.8936199,medium
97_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Wheelabrator Air Pollution Control,549300MF214740YQCU91,D05544762,US-MD,Commercial & Professional Services,AMEC Foster Wheeler,HIGH_ST,,"501 Grant St, Pittsburgh, PA 15219, USA",United States,,40.4399628,-79.9969732,high
98_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Wheelabrator Air Pollution Control,549300MF214740YQCU91,D05544762,US-MD,Commercial & Professional Services,Wheelabrator Group,INDUSTRIAL,,"1606 Executive Dr, LaGrange, GA 30240, USA",United States,,33.0083316,-85.0632583,medium
99_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Wheelabrator Air Pollution Control,549300MF214740YQCU91,D05544762,US-MD,Commercial & Professional Services,Wheelabrator,INDUSTRIAL,,"331 SW Cutoff, Millbury, MA 01527, USA",United States,,42.2214194,-71.765467,medium
100_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Wheelabrator Air Pollution Control,549300MF214740YQCU91,D05544762,US-MD,Commercial & Professional Services,Wheelabrator Technologies,INDUSTRIAL,,"98 Sand Dock Rd, Poughkeepsie, NY 12601, USA",United States,,41.6473724,-73.9423431,medium
101_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Wheelabrator Air Pollution Control,549300MF214740YQCU91,D05544762,US-MD,Commercial & Professional Services,Wheelabrator Impact,MIXED_USE,,"107-109 Whitby Rd, Slough SL1 3DR, UK",United Kingdom,,51.5182823,-0.6129555,medium
102_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Wheelabrator Air Pollution Control,549300MF214740YQCU91,D05544762,US-MD,Commercial & Professional Services,Wheelabrator,INDUSTRIAL,,"28-30 Chem. de Tournenfils, 91540 Mennecy, France",France,,48.5695808,2.450901,medium
103_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Wheelabrator Air Pollution Control,549300MF214740YQCU91,D05544762,US-MD,Commercial & Professional Services,Wheelabrator Group NV,INDUSTRIAL,,"Maalbeekweg 61, 1930 Zaventem, Belgium",Belgium,,50.8850294,4.4612945,medium
104_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Wheelabrator Air Pollution Control,549300MF214740YQCU91,D05544762,US-MD,Commercial & Professional Services,Wheelabrator Group S.L.U,INDUSTRIAL,,"Gran Via de les Corts Catalanes, 133, Sants-Montjuïc, 08025 Barcelona, Spain",Spain,,41.3656526,2.1362061,medium
105_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Wheelabrator Air Pollution Control,549300MF214740YQCU91,D05544762,US-MD,Commercial & Professional Services,Wheelabrator Group GmbH,INDUSTRIAL,,"Industriestraße 55, 48629 Metelen, Germany",Germany,,52.1581485,7.244188,medium
106_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Wheelabrator Air Pollution Control,549300MF214740YQCU91,D05544762,US-MD,Commercial & Professional Services,"Wheelabrator Group Ltd., Head Office",OFFICE,,"22 Edward Ct, Broadheath, Altrincham WA14 5GL, UK",United Kingdom,,53.3988222,-2.3670715,medium
107_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,"RWG (Repair & Overhauls) Limited, Aberdeen/ United Kingdom",,,,Energy,RWG Repair and Overhaul,MIXED_USE,,"Kirkhill Dr, Dyce, Aberdeen AB21 0EU, UK",United Kingdom,,57.2089229,-2.2103035,medium
108_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,"RWG (Repair & Overhauls) Limited, Aberdeen/ United Kingdom",,,,Energy,RWG,MIXED_USE,,"12 Wellheads Cres, Aberdeen AB21 7GD, UK",United Kingdom,,57.198207,-2.1886834,medium
109_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,"RWG (Repair & Overhauls) Limited, Aberdeen/ United Kingdom",,,,Energy,RWG Repairs and Overhauls,MIXED_USE,,"6223 W Sam Houston Pkwy N, Houston, TX 77041, USA",United States,,29.8584117,-95.5675811,medium
110_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Gamesa Electric,9598007U5ARGFYZF4F61,BI-43091-8,ES,Capital Goods,Gamesa Electric,INDUSTRIAL,,"C. del Mar Mediterráneo, 16, 28830 San Fernando de Henares, Madrid, Spain",Spain,,40.4554578,-3.5000131,high
111_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Gamesa Electric,9598007U5ARGFYZF4F61,BI-43091-8,ES,Capital Goods,Siemens Gamesa Renewable Energy,SINGLE_RES,,"174 Av. du Languedoc, 81320 Murat-sur-Vèbre, France",France,,43.684231,2.8570946,medium
112_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Gamesa Electric,9598007U5ARGFYZF4F61,BI-43091-8,ES,Capital Goods,"Gamesa Energía, S.A.",INDUSTRIAL,,"Plaza Gamarra, 40, Aptdo 628, 01013 Vitoria-Gasteiz, Araba, Spain",Spain,,42.8658034,-2.6594931,high
113_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Gamesa Electric,9598007U5ARGFYZF4F61,BI-43091-8,ES,Capital Goods,Gamesa Eolica,INDUSTRIAL,,"C. 2, Bruno Pagliai, 91697 Valente Díaz, Ver., Mexico",Mexico,,19.1621388,-96.2437658,high
114_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Gamesa Electric,9598007U5ARGFYZF4F61,BI-43091-8,ES,Capital Goods,Gamesa Electric,INDUSTRIAL,,"Polígono Parque Tecnológico, 206, 48170 Zamudio, Vizcaya, Spain",Spain,,43.294615,-2.8628922,high
115_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Gamesa Electric,9598007U5ARGFYZF4F61,BI-43091-8,ES,Capital Goods,"Gamesa Wind _Tianjin_ Co.,Ltd.",INDUSTRIAL,,"8 Chuang Xin Si Lu, Xi Qing Qu, Tian Jin Shi, China, 300392",China,,39.0774591,117.0700132,medium
116_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Gamesa Electric,9598007U5ARGFYZF4F61,BI-43091-8,ES,Capital Goods,Gamesa Reinosa S.A.,INDUSTRIAL,,"C. Alejandro de Calonge, 3, 39200 Reinosa, Cantabria, Spain",Spain,,42.9905776,-4.1405515,medium
117_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Gamesa Electric,9598007U5ARGFYZF4F61,BI-43091-8,ES,Capital Goods,Siemens Gamesa Solar,INDUSTRIAL,,"Q8X5+8QF, Unnamed Road, Melappaguthi, Tamil Nadu 621301, India",India,,10.798323,78.309416,medium
118_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Gamesa Electric,9598007U5ARGFYZF4F61,BI-43091-8,ES,Capital Goods,Gamesa Electric,INDUSTRIAL,,"Polígono Parque Tecnológico, 206",Spain,,43.28853,-2.8593411,high
119_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Power Control GmbH,52990032FMA3WJ57I432,HRB 41983,DE,,Siemens Energy Power Control GmbH,HIGH_ST,,"Robert-Bosch-Straße 25, 63225 Langen (Hessen), Germany",Germany,,50.0027455,8.6564115,high
120_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Power Control GmbH,52990032FMA3WJ57I432,HRB 41983,DE,,Siemens Energy Power Academy,INDUSTRIAL,,"99 Makriel Rd, Wadeville, Germiston, 1422, South Africa",South Africa,,-26.2720936,28.1868817,high
121_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Power Control GmbH,52990032FMA3WJ57I432,HRB 41983,DE,,Power Control Equipments,INDUSTRIAL,,"40A, Vaddarapalya, Jigani, Karnataka 562106, India",India,,12.7696818,77.6414028,medium
122_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Power Control GmbH,52990032FMA3WJ57I432,HRB 41983,DE,,Siemens Industry Inc,INDUSTRIAL,,"444 US 49, Richland, MS 39218, USA",United States,,32.2488937,-90.1600646,medium
123_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Power Control GmbH,52990032FMA3WJ57I432,HRB 41983,DE,,Siemens Limited,INDUSTRIAL,,"VFHQ+C98, Shendra MIDC, Gangapur Jahagir, Chhatrapati Sambhaji Nagar, Maharashtra 431007, India",India,,19.8785275,75.4884456,medium
124_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Materials Solutions - a Siemens Energy Business,529900R9H69320NY0Q21,9364823,GB,Materials,Materials Solutions,OFFICE,,"Unit 4 Worcester Six Business Park Coneybury Road, Worcester WR4 0AD, UK",United Kingdom,,52.2016983,-2.1568431,high
125_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Materials Solutions - a Siemens Energy Business,529900R9H69320NY0Q21,9364823,GB,Materials,Material Solutions,HIGH_ST,,"34, New House, 67-68 Hatton Garden, London EC1N 8JY, UK",United Kingdom,,51.5208788,-0.1088713,medium
126_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Materials Solutions - a Siemens Energy Business,529900R9H69320NY0Q21,9364823,GB,Materials,Siemens,HIGH_ST,,"400 Rinehart Rd, Lake Mary, FL 32746, USA",United States,,28.7673851,-81.3472719,medium
127_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Materials Solutions - a Siemens Energy Business,529900R9H69320NY0Q21,9364823,GB,Materials,Siemens Gamesa Renewable Energy,HIGH_ST,,"Anderston House, 389 Argyle St, Glasgow G2 8LR, UK",United Kingdom,,55.8586844,-4.264645,medium
128_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Materials Solutions - a Siemens Energy Business,529900R9H69320NY0Q21,9364823,GB,Materials,Siemens,INDUSTRIAL,,"Oslo, Norway",Norway,,59.937977,10.837374,medium
129_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Staffing Inc.,5493005S0S3KYED5YR68,209119,US-DE,Commercial & Professional Services,Siemens Energy Staffing Inc,OFFICE,,"3504 Lake Lynda Dr Suite #390, Orlando, FL 32817, USA",United States,,28.6008927,-81.2232481,high
130_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Staffing Inc.,5493005S0S3KYED5YR68,209119,US-DE,Commercial & Professional Services,Siemens,HIGH_ST,,"11 Marsh Ave #2, Worcester, MA 01605, USA",United States,,42.2911995,-71.7790901,medium
131_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,OFFICE,,"Watchmoor Park, Riverside Way, Camberley GU15 3YL, UK",United Kingdom,,51.3265266,-0.7615074,high
132_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Service Rd, Red Hills, Chennai, Tamil Nadu 600066, India",India,,13.1823478,80.1931884,high
133_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,MIXED_USE,,"Alexandra Dock, Hull HU9 1TA, UK",United Kingdom,,53.7443493,-0.3046596,high
134_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,HIGH_ST,,"Pr. Beatrixlaan 800, 2595 BN Den Haag, Netherlands",Netherlands,,52.0779266,4.3382325,high
135_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,HIGH_ST,,"84, Hosur Rd, Phase II, Electronic City, Bengaluru, Doddanagamangala Village, Karnataka 560100, India",India,,12.8466162,77.6784424,high
136_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"19 Phoenix Cres, Bellshill ML4 3BF, UK",United Kingdom,,55.8345676,-4.0327331,high
137_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Power Pvt Ltd,INDUSTRIAL,,"RH43+V2, Shiracha, Gujarat 370435, India",India,,22.8071503,69.55259,high
138_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,OFFICE,,"Unit 5, The Courtyard, Darcy Business Park, Llandarcy, Skewen, Neath SA10 6EJ, UK",United Kingdom,,51.6490879,-3.85237,high
139_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"JXPH+QFF Racharlapadu, Post, Kammapalem, North Amuluru, Andhra Pradesh 524319, India",India,,14.6369375,79.9786719,high
140_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,TRANSPORT,,"131 Av. Lucien Corbeaux, 76600 Le Havre, France",France,,49.4791627,0.1320821,high
141_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,MIXED_USE,,"Eastside Rd, Grimsby DN31 3NB, UK",United Kingdom,,53.5821997,-0.0690212,high
142_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,"Siemens Gamesa Renewable Energy Pvt Ltd Sheo, Rajsthan",INDUSTRIAL,,"57VX+P4W, Ambabari, Rajasthan 344701, India",India,,26.1943728,71.2978299,high
143_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Power Pvt Ltd,INDUSTRIAL,,"No.3A, Phase-III, Halol G I D C, Halol, Chandrapura, Gujarat 389350, India",India,,22.5420688,73.4384786,high
144_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,OFFICE,,"10 Av. de l'Arche, 92400 Courbevoie, France",France,,48.8954336,2.2386759,high
145_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Beim Strohhause 17-31, 20097 Hamburg, Germany",Germany,,53.5540366,10.0216247,high
146_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens gamesa renewable energy,INDUSTRIAL,,"4PR8+939, Tamil Nadu 628552, India",India,,9.1409151,77.7152453,high
147_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemensgamesa Renewable Energy,INDUSTRIAL,,"Esplanadestraat 14, 8400 Oostende, Belgium",Belgium,,51.2276079,2.9342891,high
148_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Borupvej 16, 7330 Brande, Denmark",Denmark,,55.9557848,9.1213348,high
149_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Parque Tecnológico de Bizkaia Edificio 222, 48170 Zamudio, Bizkaia, Spain",Spain,,43.2920535,-2.8604982,high
150_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Energy,INDUSTRIAL,,"Av. Ciudad de la Innovación, 2, 31621 Sarriguren, Navarra, Spain",Spain,,42.8163618,-1.5995035,high
151_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemensgamesa fecamp,INDUSTRIAL,,"2 Rue du Commandant Riondel, 76400 Fécamp, France",France,,49.7617269,0.3689479,medium
152_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Training Centre,MIXED_USE,,"Captain Don, Alexandra Dock, Ellerby Way, Hull HU9 1BT, UK",United Kingdom,,53.7434326,-0.2896193,high
153_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Kontich,INDUSTRIAL,,"Singel 4a, 2550 Kontich, Belgium",Belgium,,51.1248833,4.4575634,high
154_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa,INDUSTRIAL,,"5377 Somme-Leuze, Belgium",Belgium,,50.2925836,5.3550194,high
